u_dpto,u_mpio,cod_mpio,hacinamiento,sin_cocina,sin_agua_cocina
08,296,08296,.18080619,.22598714,.023242828
08,372,08372,.18280871,.11565243,.036874998
08,421,08421,.25914463,.14181204,.8143608
08,433,08433,.17053485,.1753284,.053641662
08,436,08436,.23799232,.22657377,.057485323
08,520,08520,.18132176,.09214396,.026573824
08,549,08549,.20231214,.060781475,.067547724
08,558,08558,.18973042,.15026972,.090087697
08,560,08560,.27880597,.10002986,.034303214
08,573,08573,.12132743,.19424778,.045352492
08,606,08606,.2589727,.41478616,.0488909
08,634,08634,.20238096,.23829728,.024540737
08,638,08638,.1847672,.24683844,.09818422
08,675,08675,.17017978,.55658913,.093629345
08,685,08685,.17216846,.10075423,.068886004
08,758,08758,.12505352,.16650391,.015605954
08,770,08770,.30683452,.37414476,.015710631
08,832,08832,.13208556,.11871658,.07755325
08,849,08849,.14880727,.26088601,.081632651
11,001,11001,.056477934,.041925505,.0084963357
13,001,13001,.14614718,.3146427,.043245573
13,006,13006,.16264646,.58097863,.057512581
13,030,13030,.24203187,.49203187,.27897435
13,042,13042,.24653061,.24143556,.039484978
13,052,13052,.26242572,.35169214,.1471954
13,062,13062,.32832834,.35935935,.56282449
13,074,13074,.24181697,.32398129,.24517906
13,140,13140,.35790151,.35629225,.12302521
13,160,13160,.22653721,.13138686,.2848537
13,188,13188,.27741084,.41629955,.036321837
13,212,13212,.28328866,.48837209,.12744185
13,222,13222,.32980654,.36064088,.98438966
13,244,13244,.27616146,.37576172,.044697978
13,248,13248,.18437226,.44776121,.035842296
13,268,13268,.25510204,.25510204,.053455021
13,300,13300,.33795014,.52216065,.064516127
13,430,13430,.19508134,.19554169,.11763165
13,433,13433,.32647365,.63620508,.07739602
13,440,13440,.18832392,.42937854,.45790553
13,442,13442,.20787139,.21899834,.92247319
13,458,13458,.22145669,.25098425,.31185031
13,468,13468,.22845174,.4240129,.027672542
13,473,13473,.22855675,.7632255,.10215903
13,490,13490,.22727273,.23440135,.94927537
13,549,13549,.31563705,.53185326,.19715448
13,580,13580,.17399618,.42256215,.040117417
13,600,13600,.23146068,.27436283,.041925468
13,620,13620,.2554062,.55639976,.025998732
13,647,13647,.26611286,.22715554,.049689442
13,650,13650,.2675367,.41993463,.028380634
13,654,13654,.23022239,.46062705,.99585843
13,655,13655,.32300884,.44247788,.10551181
13,657,13657,.23372781,.475761,.84545851
13,667,13667,.29069105,.24628572,.27852544
13,670,13670,.2319082,.13714603,.096467905
13,673,13673,.19661734,.67864692,.9856528
13,683,13683,.17661589,.31453273,.99617106
13,688,13688,.22210599,.1521284,.10249203
13,744,13744,.24016687,.32480666,.051125988
13,760,13760,.24736664,.49303433,.085593522
13,780,13780,.29502371,.41113743,.03009828
13,810,13810,.28392485,.57440889,.68063581
13,836,13836,.16404723,.21880743,.23732372
13,838,13838,.28826779,.18069549,.84428716
13,873,13873,.25764191,.50085437,.54270566
13,894,13894,.32663316,.7638191,.053122465
15,001,15001,.04480027,.055865079,.0088510867
15,022,15022,.050847456,.050847456,.016949153
15,047,15047,.10902256,.02631579,.0568306
15,051,15051,.099378884,.021118013,.01270648
15,087,15087,.094158076,.04467354,.010496851
15,090,15090,.081081077,.46621621,.020979021
15,092,15092,.078125,.046875,.046875
15,097,15097,.11151515,.16949153,.0087719299
15,104,15104,.054054055,.088461541,.13306452
15,106,15106,.085365854,.055214725,.025157232
15,109,15109,.10526316,.070175439,.0078125
15,114,15114,.13475177,.08510638,.050000001
15,131,15131,.10344828,.12643678,.083333336
15,135,15135,.062717773,.24738675,.011070111
15,162,15162,.075728156,.025242718,.011952192
15,172,15172,.06666667,.048888888,.022727273
15,176,15176,.054818194,.049439911,.70382279
15,180,15180,.12012012,.13473053,.030395137
15,183,15183,.17797889,.17194571,.032812499
15,185,15185,.066838048,.041131105,.024725275
15,187,15187,.17449665,.073825501,.035211269
15,189,15189,.11990408,.0095923264,.01010101
15,204,15204,.11616161,.29873419,.037433155
15,212,15212,.086378738,.066445179,.030100334
15,215,15215,.11332008,.10139165,.0060120239
15,218,15218,.14367816,.05172414,.024844721
15,223,15223,.16124661,.10569106,.092753626
15,224,15224,.1509434,.070921987,.019277109
15,226,15226,.052083332,.43157893,.021505376
15,232,15232,.16831683,.059405942,.060606062
15,236,15236,.095959596,.025252525,.03125
15,238,15238,.041740961,.035876144,.033609714
15,244,15244,.17774937,.15984654,.047872342
15,248,15248,.11297071,.18828452,.028571429
15,272,15272,.068126522,.069343068,.0099132592
15,276,15276,.12201592,.14854111,.0054945056
15,293,15293,.090909094,.043062203,0
15,296,15296,.13053097,.055309735,.040449437
15,299,15299,.043266769,.03868819,.006847511
15,317,15317,.15277778,.046296295,.0046511628
15,322,15322,.051861145,.076987445,.012744265
15,325,15325,.052631579,.083732061,.0074441689
15,332,15332,.10139165,.093439363,.006355932
15,362,15362,.10747664,.065420561,.011904762
15,367,15367,.08983051,.040747028,.02972028
15,368,15368,.15974441,.19808307,.029315962
15,377,15377,.14778325,.2955665,.028871391
15,380,15380,.044692736,.10055866,.014164306
15,401,15401,.036231883,.079710148,.030075189
15,403,15403,.11790393,.063318774,.022321429
15,407,15407,.11564886,.07028266,.044311378
15,425,15425,.054495912,.15258856,.014005602
15,442,15442,.068825908,.14979757,.036199097
15,455,15455,.063096501,.094429709,.011621472
15,464,15464,.12785389,.0304414,.016923077
15,466,15466,.10787879,.07272727,.070110701
15,469,15469,.065088756,.17078826,.020610278
15,476,15476,.12234043,.031914894,.090909094
15,480,15480,.13043478,.18166189,.1011378
15,491,15491,.055908512,.037507948,.0089801159
15,494,15494,.11821086,.095846646,.029900333
15,500,15500,.19402985,.044776119,.059701491
15,507,15507,.091231175,.069973432,.061553031
15,511,15511,.11578947,.11578947,.0056818184
15,514,15514,.056277055,.04112554,.043280181
15,516,15516,.054071147,.027514232,.099311225
15,518,15518,.093841642,.055718474,.019672131
15,522,15522,.087452471,.30038023,.023346303
15,531,15531,.082738943,.27817404,.036873158
15,533,15533,.16551724,.31034482,.0071428572
15,537,15537,.076147817,.077267639,.016000001
15,542,15542,.097560972,.041078307,.010376135
15,550,15550,.17326732,.32178217,.021621622
15,572,15572,.12879777,.12667786,.031931616
15,580,15580,.11363637,.12954545,.13776723
15,599,15599,.070682734,.078037009,.020610057
15,600,15600,.13440198,.22811344,.01510989
15,621,15621,.026086956,.33913043,.075892858
15,632,15632,.099071205,.0931677,.2
15,638,15638,.1293661,.049159121,.016021362
15,646,15646,.095823094,.034398034,.030839231
15,660,15660,.083044983,.038062282,.010830325
15,664,15664,.049562681,.18950437,.14285715
15,667,15667,.091494843,.083762884,.012032085
15,673,15673,.11,.04010025,.015267176
15,676,15676,.11267605,.18309858,.029629629
15,681,15681,.09565217,.46521738,.03809524
15,686,15686,.1024735,.11896349,.084577113
15,690,15690,.10190217,.15081522,.02112676
15,693,15693,.041789941,.045118343,.047654785
15,696,15696,.1529052,.16513762,.022653721
15,720,15720,.13306452,.044354837,.0081967209
15,723,15723,.085714288,.29523811,.02
15,740,15740,.13246754,.075324677,.0052631581
15,753,15753,.077357672,.060896043,.010704728
15,755,15755,.14959016,.21106558,.015765766
15,757,15757,.11064426,.039215688,.0084985839
15,759,15759,.040736016,.026743775,.0071073789
15,761,15761,.033472802,.025104603,.021551725
15,762,15762,.065088756,.065476194,.03773585
15,763,15763,.085034013,.027210884,.013937282
15,764,15764,.19951923,.10817308,.022277229
15,774,15774,.074235804,.17467248,.022123894
15,776,15776,.13391557,.25909752,.13333334
15,778,15778,.084337346,.20883535,.029411765
15,790,15790,.10892857,.044722721,.016333938
15,798,15798,.088669948,.073891625,.0075949365
15,804,15804,.10662359,.053398058,.021487603
15,806,15806,.040143371,.028694404,.012345679
15,808,15808,.08429119,.34230769,.11952192
15,810,15810,.1637931,.17816092,.047619049
15,814,15814,.091919944,.11786509,.027777778
15,816,15816,.10084034,.071428575,.032258064
15,820,15820,.093922652,.030470913,.020172911
15,822,15822,.080882356,.11397059,.033088237
15,832,15832,.11578947,.021052632,.055555556
15,835,15835,.10714286,.17582418,.01734104
15,837,15837,.09354414,.19894598,.022038568
15,839,15839,.1,.1,.11666667
15,842,15842,.10481586,.073863633,.053412464
15,861,15861,.091767885,.029689608,.16411683
15,879,15879,.063694268,.057324842,.03846154
15,897,15897,.10591133,.054187194,.027777778
17,001,17001,.042783327,.054328196,.036955852
17,013,17013,.050280899,.030345602,.016709147
17,042,17042,.056988601,.14103526,.028056113
17,050,17050,.047975354,.068281941,.019837692
17,088,17088,.076506428,.13879485,.0083916085
17,174,17174,.055485319,.038010258,.017096473
17,272,17272,.0486692,.076045625,.028685259
17,380,17380,.10838367,.063261166,.054286711
17,388,17388,.03773585,.028301887,.0068870522
17,433,17433,.056794528,.074316293,.20595457
17,442,17442,.11143695,.07331378,.11180124
17,444,17444,.073494546,.09672831,.02128689
17,446,17446,.030075189,.022556391,.015686275
17,486,17486,.05991165,.021811154,.0067039104
17,495,17495,.091997005,.10022438,.010140406
17,513,17513,.047778711,.025157232,.049551472
17,524,17524,.076030925,.078608245,.010355987
17,541,17541,.045379538,.02310231,.034526315
17,614,17614,.056290269,.086853266,.17540842
17,616,17616,.060057886,.034008682,.012039127
17,653,17653,.054097481,.049276914,.057550013
17,662,17662,.057817999,.056812469,.032871082
17,665,17665,.074889868,.085903086,.0069444445
17,777,17777,.079535097,.1549681,.016972797
17,867,17867,.079779916,.05570839,.060844667
17,873,17873,.044613034,.051409807,.033163704
17,877,17877,.062570781,.073046431,.014244186
18,001,18001,.11212517,.18975839,.047550846
18,029,18029,.1389271,.21685083,.0098039219
18,094,18094,.10874704,.11489362,.020732883
18,150,18150,.17469352,.33003518,.086560361
18,205,18205,.18858132,.22202998,.071985602
18,247,18247,.12542994,.25860485,.10187604
18,256,18256,.13078532,.28434888,.028217481
18,410,18410,.13881747,.16452442,.0577957
18,460,18460,.15730338,.13202247,.059171598
18,479,18479,.15271659,.082232013,.025222551
18,592,18592,.1393601,.2538693,.027363738
18,610,18610,.1528029,.35352623,.051356588
18,753,18753,.14906448,.23894216,.039357431
18,756,18756,.15026455,.21951219,.20403321
18,785,18785,.14654379,.2829493,.13744076
18,860,18860,.12980132,.12582782,.035040431
19,001,19001,.078560062,.10632259,.03068842
19,022,19022,.13451327,.11408199,.08269231
19,050,19050,.13469827,.25837839,.067567565
19,075,19075,.14540541,.25351351,.17439911
19,100,19100,.11143187,.090646654,.10623145
19,110,19110,.09259259,.125,.03773585
19,130,19130,.085714288,.092989989,.074561402
19,137,19137,.11453745,.32058823,.19515885
19,142,19142,.1040872,.1640327,.1036036
19,212,19212,.12403644,.18555738,.013034034
19,256,19256,.10909091,.13062099,.0839779
19,290,19290,.12643678,.17471264,.014888338
19,300,19300,.096269004,.071362801,.019149929
19,318,19318,.10849673,.042920701,.99097425
19,355,19355,.067873307,.2090909,.15313224
19,364,19364,.07962963,.081481479,.19656488
19,392,19392,.16883117,.54471546,.049916804
19,397,19397,.074418604,.12790698,.32857144
19,418,19418,.11214953,.063670412,.89101338
19,450,19450,.13535258,.19839016,.024260068
19,455,19455,.077430263,.081670612,.0064791134
19,473,19473,.11965812,.19444445,.094871797
19,513,19513,.081349209,.10912699,.012768817
19,517,19517,.10907424,.08615949,.82403028
19,532,19532,.12489862,.2623682,.03484913
19,533,19533,.15915494,.1915493,.04109589
19,548,19548,.1181208,.21839337,.0519774
19,573,19573,.082747713,.080720246,.080024928
19,585,19585,.20186335,.043545879,.30559999
19,622,19622,.11597938,.51030928,.056000002
19,693,19693,.16733068,.20318726,.093457945
19,698,19698,.078703411,.12036327,.050377015
19,701,19701,.11392405,.25738397,.072398193
19,743,19743,.09261658,.034974094,.14351246
19,760,19760,.15765765,.090090089,.046875
19,780,19780,.13740103,.30367956,.15285714
19,785,19785,.12939002,.48613679,.10040161
19,807,19807,.13431543,.18959913,.075624578
19,809,19809,.143093,.14151983,.99162012
19,821,19821,.078431375,.072392635,.15774648
19,824,19824,.22736418,.23895583,.3140496
19,845,19845,.087011881,.092105262,.77509695
20,001,20001,.18912762,.24971399,.058040597
20,011,20011,.21686566,.4010559,.048534304
20,013,20013,.2621288,.31257811,.13742755
20,032,20032,.2883895,.57167178,.86968738
20,045,20045,.28373206,.52717263,.018409425
20,060,20060,.29839301,.45210084,.21309371
20,175,20175,.25852734,.39805037,.17684443
20,178,20178,.2599777,.29453734,.22857799
20,228,20228,.26260966,.36700013,.035183627
20,238,20238,.26342624,.38415775,.040720027
20,250,20250,.25951743,.36890081,.34519178
20,295,20295,.2197957,.35928145,.014249178
20,310,20310,.18159205,.1875,.074550129
20,383,20383,.18810096,.17788461,.014879107
20,400,20400,.16350333,.21717921,.066020928
20,443,20443,.23487225,.31107128,.024919244
20,517,20517,.27073672,.45667869,.10575386
20,550,20550,.24431382,.48236197,.04144806
20,570,20570,.245629,.236449,.036812473
20,614,20614,.13197279,.2128915,.029139686
20,621,20621,.25712711,.25151795,.2692681
20,710,20710,.16920529,.1354529,.006256517
20,750,20750,.22632639,.12458026,.023103448
20,770,20770,.1818963,.42722064,.032276995
20,787,20787,.26460481,.28734973,.026690392
23,001,23001,.14053322,.19199874,.028701823
23,068,23068,.22501966,.29551417,.91864181
23,079,23079,.2188329,.36251104,.3129912
23,090,23090,.21868978,.15028901,.93359762
23,162,23162,.22988057,.18599586,.047200184
23,168,23168,.13837095,.13346419,.063745022
23,182,23182,.20963173,.31568697,.03293144
23,189,23189,.23070829,.17440939,.045461822
23,300,23300,.24745581,.12332439,.03113053
23,350,23350,.23989654,.38732621,.9355818
23,417,23417,.18911983,.14879003,.066167705
23,419,23419,.24526516,.19412878,.7470817
23,464,23464,.19535437,.37581894,.078843229
23,466,23466,.18220504,.22761936,.26965526
23,500,23500,.20349154,.34006551,.5371716
23,555,23555,.19122978,.26167729,.96114576
23,570,23570,.17289402,.17363235,.018556701
23,574,23574,.25673249,.32405746,.9276557
23,580,23580,.17174302,.13850486,.031578947
23,586,23586,.25456205,.41468978,.04403409
23,660,23660,.19674407,.13824011,.31262565
23,670,23670,.26563063,.22949043,.95579904
23,672,23672,.2156049,.42190418,.18817204
23,675,23675,.18441851,.2996988,.067428574
23,678,23678,.22229965,.34494773,.074152544
23,682,23682,.28382838,.22192867,.3172226
23,686,23686,.2237597,.22578467,.050130937
23,807,23807,.23562202,.28176501,.52271694
23,815,23815,.23099704,.45853898,.22250639
23,855,23855,.21102957,.1830516,.026544623
25,001,25001,.083407804,.12183497,.019071056
25,019,25019,.081314877,.065857887,.073741004
25,035,25035,.10583768,.22839506,.25074479
25,040,25040,.091194965,.11083123,.020792723
25,053,25053,.09774965,.17522871,.027879678
25,086,25086,.13986014,.26573426,.022900764
25,095,25095,.053892214,.059880238,.03846154
25,099,25099,.10080475,.019059721,.010679197
25,120,25120,.1525,.067500003,.012953368
25,123,25123,.076576576,.13653414,.017871018
25,126,25126,.049640611,.024262847,.005894355
25,148,25148,.068767905,.14231136,.020588236
25,151,25151,.072852761,.049846627,.03160359
25,154,25154,.11440678,.042372882,.0072674421
25,168,25168,.062130179,.25443786,.03058104
25,175,25175,.049676519,.079537034,.0086174384
25,178,25178,.1042654,.035545025,.017241379
25,181,25181,.068133429,.16548295,.015306123
25,183,25183,.10614702,.035499208,.011312217
25,200,25200,.07475438,.043571122,.0047271163
25,214,25214,.086233929,.16473354,.12380192
25,224,25224,.11830986,.031073445,.022727273
25,245,25245,.067696266,.065155804,.038133334
25,258,25258,.073863633,.085227273,.040229887
25,260,25260,.15014827,.20621292,.0026716958
25,269,25269,.067330383,.024887489,.0075914082
25,279,25279,.055172414,.029448621,.011508951
25,281,25281,.095127612,.048723899,.0023640662
25,286,25286,.060326423,.025697554,.0045730644
25,288,25288,.090909094,.018181818,.036363635
25,290,25290,.0486378,.08000686,.019151334
25,293,25293,.065454543,.26363635,.021739131
25,295,25295,.10237709,.092162162,.12620027
25,297,25297,.052238807,.034854773,.0087260036
25,299,25299,.066390045,.012448133,.062240664
25,307,25307,.086963132,.11341148,.0061562997
25,312,25312,.099827886,.087779693,.010638298
25,317,25317,.1460041,.039446723,.017372422
25,320,25320,.062365126,.053097345,.049675543
25,322,25322,.074910209,.016418677,.017313747
25,324,25324,.17381489,.40180588,.018957347
25,326,25326,.059379216,.086486489,.15083799
25,328,25328,.064999998,.1027569,.020356234
25,335,25335,.077294685,.030546624,.036608864
25,339,25339,.15555556,.125,.019886363
25,368,25368,.16013072,.11074919,.080267556
25,372,25372,.053639848,.065134101,.074509807
25,377,25377,.033356499,.10753187,.023195267
25,386,25386,.068526678,.12473469,.08677195
25,394,25394,.044895004,.016654598,.56041515
25,398,25398,.069060773,.088642657,.06122449
25,402,25402,.066428207,.10832907,.021409921
25,407,25407,.11267605,.04225352,.0067039104
25,426,25426,.11551724,.11724138,.083778962
25,430,25430,.077790029,.072780736,.005316007
25,436,25436,.057471264,.1637931,.0090909088
25,438,25438,.13865547,.088421054,.015026296
25,473,25473,.058324341,.032061819,.0079160258
25,483,25483,.11785095,.20103987,.0017793594
25,486,25486,.081315666,.020566728,.011932079
25,488,25488,.078393884,.10047847,.059959348
25,489,25489,.05319149,.36170211,.015209125
25,491,25491,.071528755,.27910239,.061377246
25,506,25506,.075688072,.12183908,.025943397
25,513,25513,.064403065,.054983571,.043214045
25,518,25518,.11428571,.10285714,.078787878
25,524,25524,.11111111,.20408164,.021531101
25,530,25530,.20380434,.10970081,.075670496
25,535,25535,.12786885,.090809628,.12700228
25,572,25572,.11427796,.12486428,.024305556
25,580,25580,.047393367,.13744076,.044117648
25,592,25592,.048275862,.061643835,.027972028
25,594,25594,.091533184,.31578946,.030805686
25,596,25596,.11284047,.16862746,.055319149
25,599,25599,.13622975,.14138439,.039543726
25,612,25612,.092265412,.24303101,.0099601597
25,645,25645,.080996886,.050000001,.037854891
25,649,25649,.069408737,.048027445,.0089047197
25,653,25653,.03846154,.1201923,.014778325
25,658,25658,.067649029,.093770929,.01904762
25,662,25662,.040039063,.04509804,.010934394
25,718,25718,.090000004,.068888888,.014908257
25,736,25736,.057957683,.11223551,.055451129
25,740,25740,.076913215,.055156492,.031554345
25,743,25743,.085012086,.20064464,.058168318
25,745,25745,.09082853,.031471632,.025927581
25,754,25754,.064497158,.045650717,.087801926
25,758,25758,.053857353,.023657871,.063138351
25,769,25769,.044105172,.019932145,.004327131
25,772,25772,.11050583,.017120622,.0027515723
25,777,25777,.067434214,.097039476,.0067001674
25,779,25779,.077598825,.057017542,.030837005
25,781,25781,.081771724,.032367975,.0034364262
25,785,25785,.041992188,.04592086,.061500002
25,793,25793,.12806539,.079019077,.013850415
25,797,25797,.084070794,.093333334,.031818181
25,799,25799,.068941012,.032728568,.011199422
25,805,25805,.083333336,.12254902,.036082473
25,807,25807,.057692308,.10576923,.044117648
25,815,25815,.11772853,.20193906,.025200458
25,817,25817,.10728043,.025082,.0040520369
25,823,25823,.097560972,.10162602,.13080169
25,839,25839,.093484417,.048295453,.48843929
25,841,25841,.060686015,.27440634,.0054794522
25,843,25843,.069181718,.034666099,.0094919642
25,845,25845,.17540984,.1442623,.0078878179
25,851,25851,.095688745,.090431124,.013513514
25,862,25862,.097674422,.048837211,.03846154
25,867,25867,.07155963,.088073395,.013861386
25,871,25871,.080357142,.25,.057971016
25,873,25873,.12238806,.07014925,.065917224
25,875,25875,.08650957,.18775705,.023413025
25,878,25878,.12696335,.16961361,.036476254
25,885,25885,.054933876,.1027467,.070759624
25,898,25898,.10218978,.082926832,.0125
25,899,25899,.052239697,.021176048,.0070197829
27,001,27001,.075504586,.37724698,.84130514
27,006,27006,.12939453,.27223852,.3757515
27,025,27025,.15748031,.14809783,.39247313
27,050,27050,.055831265,.38709676,.6299113
27,073,27073,.087804876,.23471883,.64807934
27,075,27075,.14667459,.25771973,.15045871
27,077,27077,.081130356,.064781025,.29384756
27,099,27099,.10662824,.11527377,.68545991
27,135,27135,.079323798,.069190599,.76058203
27,150,27150,.13443831,.34942085,.97533208
27,160,27160,.019144144,.020338982,.94880545
27,205,27205,.063563734,.037873521,.76385963
27,245,27245,.057483733,.37852496,.076404497
27,250,27250,.125,.33064517,.62
27,361,27361,.080089346,.15783595,.99598008
27,372,27372,.18300654,.16629712,.15022421
27,413,27413,.11458334,.090625003,.96822035
27,425,27425,.049844235,.037854891,.96116507
27,430,27430,.1053719,.51239669,.98064518
27,450,27450,.05497076,.23040935,.99059927
27,491,27491,.071038254,.40801457,.64766353
27,495,27495,.12543555,.41197184,.14181818
27,580,27580,.11853448,.058189657,.10412148
27,600,27600,.035168197,.030769231,.6872111
27,615,27615,.13921468,.29464978,.99499339
27,660,27660,.12009238,.060185187,.018779343
27,745,27745,.053921569,.14070351,.68229169
27,787,27787,.048406493,.15905654,.9265331
27,800,27800,.165231,.18681319,.29967949
27,810,27810,.09529148,.15677492,.98726851
41,001,41001,.074555524,.14357328,.02437079
41,006,41006,.14941742,.16929404,.050977655
41,013,41013,.10791789,.37749121,.019127317
41,016,41016,.15446371,.37347463,.037655532
41,020,41020,.13962691,.13623516,.053794708
41,026,41026,.10882016,.10767469,.0083333338
41,078,41078,.11817441,.22394137,.0074441689
41,132,41132,.15030086,.29376361,.07747142
41,206,41206,.096402876,.27625901,.010494753
41,244,41244,.081632651,.2590909,.013888889
41,298,41298,.08564505,.14337067,.037837368
41,306,41306,.098445594,.20135966,.024204245
41,319,41319,.11477339,.23588236,.013261001
41,349,41349,.14819005,.37895927,.037015617
41,357,41357,.12918109,.46136102,.018691588
41,359,41359,.12904786,.15708071,.031266019
41,378,41378,.13998744,.11809045,.090909094
41,396,41396,.12702246,.20140062,.037079219
41,483,41483,.11802854,.1387808,.029294275
41,503,41503,.12303291,.13018598,.020260492
41,518,41518,.084916204,.39441341,.011655011
41,524,41524,.12444094,.20031588,.024804529
